order_id,customer_id,order_ts,currency
1008988,1464,2022-08-24 11:57:38,RMB
1008989,1464,2023-07-18 13:07:44,RMB
1008990,1464,2024-03-06 23:44:57,RMB
1008991,1465,2023-12-12 03:25:03,eur
1008992,1465,2023-12-23 10:44:59,eur
1008993,1466,2020-06-29 13:33:25,CNY
1008994,1467,2023-10-11 06:05:31,sgd 
1008995,1467,2024-02-29 01:00:36,sgd 
1008996,1467,2024-02-09 13:20:38,sgd 
1008997,1467,2024-02-04 22:50:13,sgd 
1008998,1467,2024-03-10 03:09:59,sgd 
1008999,1467,2023-12-11 02:01:28,sgd 
1009000,1467,2023-10-29 09:58:26,sgd 
1009001,1467,2023-10-26 18:13:50,sgd 
1009002,1467,2024-03-23 03:48:01,sgd 
1009003,1467,2023-11-03 05:45:49,sgd 
1009004,1468,2021-05-05 04:56:38,usd
1009005,1469,2023-10-31 19:02:52,jpy
1009006,1469,2024-02-13 07:42:30,rmb
1009007,1469,2022-12-10 07:01:20,jpy
1009008,1470,2024-03-03 18:18:57,rmb
1009009,1470,2023-05-13 06:05:37,rmb
1009010,1470,2023-03-16 06:27:30,rmb
1009011,1470,2022-01-27 10:51:45,rmb
1009012,1470,2023-12-02 04:46:05,rmb
1009013,1470,2023-06-27 11:29:55,rmb
1009014,1470,2022-10-25 12:15:57,rmb
1009015,1470,2023-11-27 12:12:01,gbp
1009016,1470,2023-05-27 22:08:37,rmb
1009017,1470,2023-09-17 19:51:32,rmb
1009018,1470,2023-09-18 17:18:47,rmb
1009019,1471,2024-02-06 21:06:58,usd
1009020,1471,2024-02-19 13:33:14,usd
1009021,1471,2024-01-28 02:58:46,usd
1009022,1471,2024-01-30 20:07:07,usd
1009023,1471,2024-03-19 15:34:40,usd
1009024,1471,2024-04-01 22:13:26,usd
1009025,1471,2024-03-03 21:14:10,USD
1009026,1471,2024-03-18 15:38:40,usd
1009027,1472,2023-08-24 01:46:34,eur
1009028,1472,2024-01-04 07:30:48,eur
1009029,1472,2024-03-04 22:47:09,eur
1009030,1472,2023-11-29 20:51:43,eur
1009031,1472,2023-10-09 21:49:39,eur
1009032,1472,2023-11-04 01:49:35,eur
1009033,1472,2023-09-17 05:16:11,eur
1009034,1472,2023-09-17 00:45:11,GBP
1009035,1472,2024-02-02 08:08:29,eur
1009036,1472,2023-11-26 10:38:13,eur
1009037,1472,2023-12-14 11:22:28,GBP
1009038,1472,2023-08-01 21:56:16,eur
1009039,1472,2024-03-28 02:42:53,eur
1009040,1472,2023-11-21 16:30:31,eur
1009041,1472,2023-12-06 10:13:16,eur
1009042,1472,2023-11-22 13:37:13,eur
1009043,1472,2023-09-30 20:57:15,eur
1009044,1472,2023-12-31 21:49:08,rmb
1009045,1473,2023-01-27 05:23:25,yen
1009046,1473,2022-12-27 11:16:21,yen
1009047,1473,2023-09-15 19:03:56,yen
1009048,1473,2022-07-15 09:17:09,yen
1009049,1473,2023-11-12 07:34:04,yen
1009050,1473,2024-02-25 02:22:04,yen
1009051,1473,2020-11-23 11:12:43,yen
1009052,1473,2023-12-23 03:14:14,yen
1009053,1473,2023-08-29 17:25:20,yen
1009054,1473,2023-03-10 22:49:57,cny
1009055,1474,2023-09-27 08:19:32,RMB
1009056,1474,2023-08-13 01:39:21,USD
1009057,1474,2022-07-29 08:15:12,RMB
1009058,1474,2023-07-14 13:17:34,RMB
1009059,1474,2023-05-19 20:31:49,RMB
1009060,1474,2022-09-14 21:53:26,RMB
1009061,1474,2021-02-01 10:44:44,RMB
1009062,1474,2022-12-25 08:33:20,RMB
1009063,1475,2021-05-06 21:49:08,YEN
1009064,1475,2022-08-07 02:16:42,YEN
1009065,1475,2020-11-13 02:16:33,YEN
1009066,1475,2020-07-13 18:30:44,usd
1009067,1475,2023-01-17 11:12:56,YEN
1009068,1475,2023-04-02 00:50:17,YEN
1009069,1475,2023-01-08 01:04:14,cny
1009070,1475,2022-09-12 01:03:35,YEN
1009071,1475,2021-10-03 05:00:34,gbp
1009072,1475,2022-01-26 19:24:44,rmb
1009073,1475,2023-05-13 00:05:32,YEN
1009074,1475,2022-10-13 13:18:04,YEN
1009075,1475,2021-12-30 10:51:22,YEN
1009076,1475,2023-02-02 19:47:53,YEN
1009077,1475,2022-04-07 05:33:28,rmb
1009078,1475,2021-11-22 09:16:42,YEN
1009079,1475,2023-05-03 10:46:33,YEN
1009080,1475,2020-08-10 09:28:53,YEN
1009081,1475,2022-12-29 07:12:44,YEN
1009082,1475,2022-08-09 07:51:04,gbp
1009083,1475,2021-09-15 01:54:28,YEN
1009084,1475,2023-11-01 07:04:11,YEN
1009085,1475,2023-01-17 22:31:35,YEN
1009086,1476,2022-01-24 13:50:59,cny
1009087,1477,2023-08-14 00:19:09,CNY
1009088,1477,2023-12-17 02:30:24,JPY
1009089,1477,2023-05-26 04:00:27,JPY
1009090,1477,2024-02-22 17:47:14,JPY
1009091,1477,2023-11-18 13:55:03,JPY
1009092,1477,2024-03-12 05:58:14,JPY
1009093,1477,2024-01-01 14:18:52,gbp
1009094,1477,2023-10-15 10:04:56,JPY
1009095,1477,2023-11-28 11:58:31,JPY
1009096,1477,2023-12-21 21:20:32,JPY
1009097,1477,2023-10-28 18:55:54,GBP
1009098,1477,2023-12-31 23:56:06,JPY
1009099,1477,2023-10-26 23:39:28,JPY
1009100,1477,2023-10-03 02:32:56,JPY
1009101,1477,2023-11-08 07:01:30,JPY
1009102,1477,2023-08-30 02:41:37,JPY
1009103,1477,2023-09-06 01:52:05,JPY
1009104,1478,2022-10-03 12:00:54,YEN
1009105,1479,2024-01-31 19:57:38,JPY
1009106,1479,2023-05-20 17:56:04,JPY
1009107,1479,2023-06-20 21:50:11,JPY
1009108,1479,2023-05-14 14:16:54,JPY
1009109,1479,2023-03-13 01:10:19,JPY
1009110,1479,2023-07-21 06:50:56,JPY
1009111,1479,2023-09-25 23:16:25,USD
1009112,1479,2022-10-02 14:44:59,JPY
1009113,1479,2024-02-14 17:02:13,JPY
1009114,1479,2023-06-09 09:04:11,JPY
1009115,1479,2024-02-13 09:04:16,JPY
1009116,1479,2023-01-03 00:11:27,JPY
1009117,1479,2023-08-27 15:48:37,JPY
1009118,1479,2022-11-03 21:34:37,CNY
1009119,1479,2023-03-11 01:12:24,JPY
1009120,1479,2023-05-21 06:48:14,JPY
1009121,1479,2023-03-07 07:01:45,JPY
1009122,1479,2023-11-05 06:21:28,JPY
1009123,1480,2023-09-24 02:19:13,rmb
1009124,1482,2023-09-20 21:18:08,sgd 
1009125,1485,2022-05-20 16:22:12,jpy
1009126,1485,2023-04-23 00:19:08,USD
1009127,1485,2024-01-16 20:56:24,USD
1009128,1485,2022-08-15 00:26:31,USD
1009129,1486,2024-03-12 04:06:55,sgd 
1009130,1486,2024-04-04 16:15:20,sgd 
1009131,1486,2024-03-26 02:14:38,sgd 
1009132,1487,2022-08-09 11:45:10, sgd
1009133,1487,2020-12-30 22:56:53, sgd
1009134,1489,2022-04-19 17:41:20,sgd 
1009135,1489,2023-05-27 01:56:58,sgd 
1009136,1489,2023-04-20 22:04:33,GBP
1009137,1489,2024-01-22 17:37:46,YEN
1009138,1489,2023-01-22 05:43:14,sgd 
1009139,1489,2023-11-11 21:35:23,RMB
1009140,1489,2022-12-09 08:21:23,sgd 
1009141,1490,2023-12-05 06:02:00,cny
1009142,1490,2023-11-06 13:35:42,cny
1009143,1490,2024-03-22 14:27:48,YEN
1009144,1490,2023-12-08 18:40:00,cny
1009145,1491,2023-12-20 01:48:54,JPY
1009146,1491,2024-01-05 15:34:26,JPY
1009147,1491,2023-07-25 18:25:30,JPY
1009148,1491,2023-08-29 15:31:56,JPY
1009149,1491,2023-10-04 21:25:53,JPY
1009150,1491,2023-07-04 11:19:06,JPY
1009151,1491,2023-12-20 07:27:01,CNY
1009152,1492,2023-04-05 19:48:20,USD
1009153,1492,2024-01-22 18:08:50,USD
1009154,1492,2023-05-24 23:16:20,eur
1009155,1492,2023-05-20 06:28:12,USD
1009156,1492,2023-06-02 08:58:25,USD
1009157,1492,2023-04-12 06:11:25,CNY
1009158,1492,2023-03-09 02:30:12,USD
1009159,1492,2023-12-02 04:05:14,USD
1009160,1492,2023-06-29 20:54:58,USD
1009161,1492,2023-09-03 13:42:02,USD
1009162,1492,2024-02-19 03:57:44,USD
1009163,1492,2023-08-10 05:08:19,USD
1009164,1492,2023-12-30 22:31:00,USD
1009165,1492,2023-11-14 08:14:12,GBP
1009166,1492,2024-01-13 15:49:47,USD
1009167,1492,2023-05-27 03:49:35,USD
1009168,1493,2024-04-04 02:05:06,EUR
1009169,1493,2024-03-05 01:05:17,YEN
1009170,1493,2024-03-13 10:21:26,EUR
1009171,1494,2023-12-05 20:08:48,RMB
1009172,1494,2023-11-16 13:16:07,gbp
1009173,1494,2023-10-25 02:59:04,RMB
1009174,1494,2023-10-10 17:46:25,RMB
1009175,1494,2023-12-17 12:38:17,RMB
1009176,1495,2024-02-03 07:43:06,GBP
1009177,1495,2024-03-12 22:25:24,GBP
1009178,1496,2023-11-03 03:00:44,usd
1009179,1496,2023-09-23 13:36:29,JPY
1009180,1497,2024-03-12 08:08:39,rmb
1009181,1497,2024-04-08 06:43:14,rmb
1009182,1497,2024-04-16 12:21:19,rmb
1009183,1497,2024-03-23 18:46:39,rmb
1009184,1497,2024-04-08 22:16:08,rmb
1009185,1497,2024-04-05 05:52:22,rmb
1009186,1498,2024-01-27 00:51:58,gbp
1009187,1498,2024-03-05 00:34:09,EUR
1009188,1498,2024-01-07 12:19:39,EUR
1009189,1498,2023-08-18 09:12:47,EUR
1009190,1498,2023-07-10 01:46:24,EUR
1009191,1498,2023-07-21 01:00:30,yen
1009192,1498,2023-06-08 11:14:25,gbp
1009193,1498,2023-08-15 06:47:20,EUR
1009194,1499,2023-12-01 17:00:16,cny
1009195,1499,2024-02-07 13:31:04,cny
1009196,1499,2023-05-29 18:22:50,cny
1009197,1499,2022-04-02 14:10:40,cny
1009198,1499,2023-12-17 08:24:53,cny
1009199,1500,2024-01-14 08:41:57,jpy
1009200,1501,2024-03-17 16:10:51,eur
1009201,1501,2022-12-30 00:29:29,sgd 
1009202,1501,2023-02-01 21:22:44,sgd 
1009203,1501,2022-05-26 23:35:50,sgd 
1009204,1502,2022-08-22 21:18:31, sgd
1009205,1502,2022-09-11 06:18:37, sgd
1009206,1502,2023-01-13 23:22:44,SGD
1009207,1502,2022-06-19 22:58:30,rmb
1009208,1502,2021-02-05 17:03:45, sgd
1009209,1502,2023-12-09 01:11:26, sgd
1009210,1502,2019-11-14 10:25:39, sgd
1009211,1502,2022-11-14 22:59:28, sgd
1009212,1502,2023-09-25 13:10:49, sgd
1009213,1502,2023-10-16 11:02:22, sgd
1009214,1502,2023-05-22 23:40:21,JPY
1009215,1504,2024-03-09 17:10:23,SGD
1009216,1504,2024-02-25 11:19:16,SGD
1009217,1504,2024-04-11 23:34:02,SGD
1009218,1504,2024-03-19 20:00:36,SGD
1009219,1504,2024-04-05 10:14:45,SGD
1009220,1504,2024-04-06 21:45:58,SGD
1009221,1504,2024-02-11 09:53:48,SGD
1009222,1504,2024-03-20 09:45:40,SGD
1009223,1504,2024-04-12 20:44:01,SGD
1009224,1504,2024-03-29 08:53:36,SGD
1009225,1504,2024-03-22 21:20:45,CNY
1009226,1504,2024-01-26 10:33:17,SGD
1009227,1504,2024-02-15 02:27:20,SGD
1009228,1504,2024-02-28 07:14:39,SGD
1009229,1504,2024-04-08 04:24:52,SGD
1009230,1504,2024-04-05 03:59:27,SGD
1009231,1504,2024-02-15 12:58:55,SGD
1009232,1504,2024-02-19 06:48:29,SGD
1009233,1504,2024-03-15 14:41:02,SGD
1009234,1504,2024-04-13 12:55:34,SGD
1009235,1504,2024-04-05 01:03:11,SGD
1009236,1504,2024-02-04 23:16:38,SGD
1009237,1504,2024-02-06 04:13:13,SGD
1009238,1504,2024-03-07 11:05:25,SGD
1009239,1504,2024-01-23 17:56:14,SGD
1009240,1505,2020-09-25 15:20:09, sgd
1009241,1505,2020-07-15 18:33:33, sgd
1009242,1505,2021-08-05 05:10:53, sgd
1009243,1506,2023-10-31 07:33:37,USD
1009244,1506,2022-11-23 11:21:47,USD
1009245,1508,2022-07-23 06:39:20,rmb
1009246,1508,2021-12-29 13:22:20,rmb
1009247,1508,2023-06-22 06:37:24,rmb
1009248,1508,2022-05-02 16:58:42,rmb
1009249,1508,2023-07-27 01:31:48,jpy
1009250,1508,2023-07-09 02:55:29,YEN
1009251,1508,2021-10-25 16:02:54,rmb
1009252,1510,2023-10-24 05:04:48,sgd
1009253,1510,2023-08-21 02:50:09,jpy
1009254,1510,2024-03-03 00:57:15,sgd
1009255,1511,2023-03-25 05:35:57,RMB
1009256,1511,2023-12-20 19:04:18,RMB
1009257,1511,2023-01-29 03:50:13,RMB
1009258,1513,2023-10-11 00:33:52,GBP
1009259,1513,2022-03-24 01:50:05,GBP
1009260,1513,2023-03-27 09:53:42,GBP
1009261,1513,2023-11-28 00:08:10,GBP
1009262,1513,2022-02-11 20:14:53,sgd
1009263,1515,2023-06-26 06:05:34,usd
1009264,1515,2023-04-06 00:10:11,usd
1009265,1515,2022-05-27 04:57:13,usd
1009266,1515,2022-12-13 05:12:30,usd
1009267,1515,2023-02-08 16:38:40,usd
1009268,1515,2022-02-09 14:29:06,usd
1009269,1515,2022-11-23 11:35:18,usd
1009270,1515,2022-04-06 13:48:07,usd
1009271,1515,2023-06-13 17:45:52,usd
1009272,1515,2022-10-26 04:55:28,usd
1009273,1515,2024-02-03 01:31:00,usd
1009274,1515,2023-09-21 06:01:07,usd
1009275,1515,2022-12-31 14:32:51,usd
1009276,1515,2022-08-06 11:33:51,usd
1009277,1515,2022-04-26 13:39:44,usd
1009278,1515,2022-10-02 13:00:36,usd
1009279,1515,2024-04-07 22:53:21,usd
1009280,1515,2022-03-17 17:25:15,yen
1009281,1515,2022-08-26 14:50:44,usd
1009282,1515,2021-12-21 02:52:01,usd
1009283,1515,2023-07-01 18:37:52,usd
1009284,1515,2021-08-16 12:22:43,usd
1009285,1515,2023-07-24 22:30:35,usd
1009286,1515,2022-01-12 03:04:30,usd
1009287,1515,2022-05-02 21:40:38,usd
1009288,1515,2022-11-30 02:17:26,gbp
1009289,1516,2020-12-19 06:27:06,sgd
1009290,1517,2021-11-05 15:27:34,EUR
1009291,1517,2023-08-03 01:12:32,GBP
1009292,1517,2022-10-27 15:57:04,EUR
1009293,1517,2023-03-27 01:01:28,EUR
1009294,1517,2023-05-09 20:55:53,USD
1009295,1517,2023-02-14 19:19:24,EUR
1009296,1517,2022-09-18 13:22:48,gbp
1009297,1517,2022-08-22 16:41:03,EUR
1009298,1517,2021-10-06 15:28:32,EUR
1009299,1517,2021-09-13 05:38:27,EUR
1009300,1518,2021-10-11 16:13:27,jpy
1009301,1518,2022-12-20 15:52:56,jpy
1009302,1518,2022-08-03 06:40:34,jpy
1009303,1518,2023-05-28 00:45:55,jpy
1009304,1519,2021-12-16 00:49:44,jpy
1009305,1519,2022-10-16 18:43:41,jpy
1009306,1519,2022-08-15 01:10:30,jpy
1009307,1519,2022-03-01 07:06:44,jpy
1009308,1520,2020-06-17 20:56:02,SGD
1009309,1520,2023-05-26 19:12:31,SGD
1009310,1520,2022-08-17 03:08:52,SGD
1009311,1520,2022-01-02 21:39:22,SGD
1009312,1520,2022-05-27 23:03:29,SGD
1009313,1520,2022-10-26 13:43:33,JPY
1009314,1520,2021-12-26 17:58:11,SGD
1009315,1520,2022-05-27 01:00:00,SGD
1009316,1520,2022-05-28 05:25:02,SGD
1009317,1520,2019-12-01 00:45:42,usd
1009318,1522,2023-07-28 10:48:52,cny
1009319,1523,2023-03-05 15:39:03,eur
1009320,1524,2024-01-07 21:10:40,cny
1009321,1524,2023-04-24 20:26:03,cny
1009322,1524,2022-07-13 06:37:41,cny
1009323,1524,2022-10-11 01:43:02,JPY
1009324,1524,2020-07-08 07:27:30,cny
1009325,1524,2023-01-09 05:20:50,cny
1009326,1524,2021-01-11 17:54:33,sgd 
1009327,1524,2021-06-25 12:22:37,cny
1009328,1524,2021-08-11 03:16:02,cny
1009329,1524,2020-12-13 13:54:38,jpy
1009330,1524,2020-02-16 17:12:04,GBP
1009331,1524,2023-11-21 03:56:58,cny
1009332,1524,2022-02-26 00:04:09,cny
1009333,1524,2023-02-14 02:13:02,cny
1009334,1524,2021-02-24 02:56:38,cny
1009335,1524,2022-01-07 03:35:15,cny
1009336,1524,2023-02-10 19:53:37,cny
1009337,1524,2023-02-21 09:26:06,sgd
1009338,1524,2022-10-28 18:01:58,cny
1009339,1525,2023-09-26 12:30:09,SGD
1009340,1525,2023-07-11 10:17:03,SGD
1009341,1526,2024-01-29 02:03:05,RMB
1009342,1526,2023-10-24 12:15:48,YEN
1009343,1527,2022-11-01 18:55:14,CNY
1009344,1527,2022-05-02 08:13:20,gbp
1009345,1527,2023-06-16 18:04:09, sgd
1009346,1527,2023-06-22 07:36:35,CNY
1009347,1528,2021-01-16 08:31:58,yen
1009348,1528,2021-07-19 06:54:52,yen
1009349,1528,2022-01-19 01:22:51,yen
1009350,1528,2021-12-06 07:51:55,yen
1009351,1528,2022-02-26 20:25:31,yen
1009352,1528,2022-02-15 11:59:54,yen
1009353,1528,2021-02-20 04:26:59,yen
1009354,1528,2022-03-19 23:11:37,yen
1009355,1529,2022-07-26 00:59:55,GBP
1009356,1529,2021-09-09 10:10:03,GBP
1009357,1529,2023-07-15 07:23:44,GBP
1009358,1529,2023-07-21 17:53:10,GBP
1009359,1529,2022-11-23 10:52:31,GBP
1009360,1529,2022-10-06 12:08:40,GBP
1009361,1529,2023-05-28 12:00:52,GBP
1009362,1529,2021-07-11 08:04:28,GBP
1009363,1529,2020-10-15 20:42:09,GBP
1009364,1530,2023-01-21 03:37:12,YEN
1009365,1530,2022-08-02 09:35:51,YEN
1009366,1530,2023-09-20 19:37:25,YEN
1009367,1530,2022-10-02 17:51:12,YEN
1009368,1530,2022-07-25 17:34:56,YEN
1009369,1530,2022-12-05 21:58:40,YEN
1009370,1531,2023-11-29 05:04:55, sgd
1009371,1531,2023-06-14 03:19:28,yen
1009372,1531,2023-07-10 05:14:48, sgd
1009373,1531,2024-02-04 04:28:09, sgd
1009374,1532,2022-09-29 02:57:46, sgd
1009375,1532,2023-07-11 05:08:27, sgd
1009376,1532,2023-11-05 02:38:36, sgd
1009377,1532,2023-05-10 06:45:04, sgd
1009378,1532,2023-12-15 18:51:52,JPY
1009379,1532,2022-02-20 07:22:54, sgd
1009380,1532,2023-03-17 19:45:58, sgd
1009381,1532,2024-04-01 20:54:18, sgd
1009382,1532,2022-11-21 19:37:54, sgd
1009383,1532,2023-12-31 01:53:16, sgd
1009384,1532,2022-05-23 09:16:14, sgd
1009385,1532,2022-03-15 19:34:38, sgd
1009386,1532,2023-03-24 18:45:36, sgd
1009387,1532,2023-06-10 08:41:15,rmb
1009388,1532,2023-08-30 20:20:42, sgd
1009389,1532,2023-07-09 18:37:58, sgd
1009390,1532,2023-11-18 09:21:41, sgd
1009391,1532,2023-04-03 09:50:41, sgd
1009392,1532,2022-09-20 10:24:49, sgd
1009393,1532,2023-08-29 09:50:59,yen
1009394,1532,2024-01-13 02:07:35, sgd
1009395,1532,2023-04-20 23:11:14, sgd
1009396,1533,2023-01-11 21:33:21,sgd
1009397,1533,2022-11-27 01:31:31,sgd
1009398,1533,2023-12-05 00:14:40,sgd
1009399,1533,2022-07-07 11:13:48,usd
1009400,1534,2020-11-14 05:46:00,EUR
1009401,1534,2022-07-08 01:49:19,EUR
1009402,1535,2022-01-14 18:12:22,YEN
1009403,1536,2022-03-25 20:06:00,SGD
1009404,1536,2022-06-11 10:59:41,EUR
1009405,1536,2023-06-17 12:34:11,rmb
1009406,1536,2023-04-11 19:21:36,SGD
1009407,1537,2021-07-02 08:01:10,rmb
1009408,1537,2022-05-13 03:41:34,YEN
1009409,1537,2022-03-11 13:20:05, sgd
1009410,1537,2023-02-11 09:46:05,rmb
1009411,1537,2023-09-03 09:31:50,rmb
1009412,1537,2023-03-31 22:02:48,rmb
1009413,1537,2022-06-25 23:01:24,rmb
1009414,1538,2021-07-20 06:27:06,CNY
1009415,1538,2022-08-14 11:33:17, sgd
1009416,1539,2020-10-30 11:33:39,gbp
1009417,1540,2023-09-22 02:38:15,SGD
1009418,1540,2023-11-10 07:13:22,SGD
1009419,1540,2023-11-14 09:48:11,yen
1009420,1540,2023-10-29 22:03:46,SGD
1009421,1541,2022-08-28 23:08:53,sgd
1009422,1542,2021-12-04 03:55:54,GBP
1009423,1542,2023-10-10 10:06:45,GBP
1009424,1542,2021-06-20 05:55:25,GBP
1009425,1543,2022-07-28 15:39:18,SGD
1009426,1543,2023-12-23 09:17:39,SGD
1009427,1543,2024-01-25 10:07:38,yen
1009428,1543,2023-03-04 04:02:59,SGD
1009429,1543,2022-07-25 22:51:19,gbp
1009430,1543,2023-10-17 22:41:09,SGD
1009431,1543,2022-12-22 16:58:46,SGD
1009432,1544,2023-01-12 14:57:24,eur
1009433,1544,2023-05-07 07:22:57,eur
1009434,1544,2023-12-30 08:26:20,eur
1009435,1544,2022-12-28 09:03:44,eur
1009436,1544,2023-01-08 09:51:39,eur
1009437,1544,2023-03-06 09:58:37,eur
1009438,1544,2023-11-15 08:36:09,eur
1009439,1544,2023-05-09 19:01:12,eur
1009440,1544,2022-09-07 09:54:11,eur
1009441,1544,2023-05-06 03:05:21,GBP
1009442,1544,2023-11-10 21:25:28,eur
1009443,1544,2023-05-01 10:02:41,eur
1009444,1544,2023-07-06 14:41:42,eur
1009445,1544,2023-07-04 09:27:49,eur
1009446,1544,2023-04-05 14:36:33,eur
1009447,1544,2023-12-08 13:17:52,eur
1009448,1544,2023-03-28 01:06:28,eur
1009449,1544,2023-02-23 11:37:09,eur
1009450,1544,2023-04-26 15:04:08, sgd
1009451,1544,2023-08-07 09:18:57,eur
1009452,1544,2023-03-26 07:54:07,eur
1009453,1544,2023-05-09 19:24:25,eur
1009454,1544,2023-08-03 23:57:57,eur
1009455,1544,2022-07-11 13:45:51,eur
1009456,1544,2022-07-26 15:09:01,EUR
1009457,1544,2023-05-19 19:09:49,eur
1009458,1544,2023-03-06 01:06:13,GBP
1009459,1544,2023-11-11 08:43:45,JPY
1009460,1545,2021-11-21 11:29:05,USD
1009461,1545,2022-12-15 21:45:09,jpy
1009462,1545,2022-02-07 04:31:54,sgd
1009463,1545,2022-08-03 04:49:45,sgd
1009464,1545,2022-09-17 01:17:14,jpy
1009465,1546,2022-01-17 15:57:09,GBP
1009466,1546,2022-06-22 08:41:36,GBP
1009467,1546,2023-03-25 09:00:54,GBP
1009468,1546,2022-10-30 22:14:44,GBP
1009469,1546,2022-11-02 17:59:06,GBP
1009470,1546,2023-08-05 21:46:32,GBP
1009471,1546,2022-12-29 20:20:41,jpy
1009472,1546,2024-01-31 22:46:24,GBP
1009473,1546,2023-06-27 06:24:13,GBP
1009474,1546,2023-07-19 07:50:58,GBP
1009475,1546,2022-09-24 17:28:41,GBP
1009476,1546,2022-10-21 14:20:01,SGD
1009477,1546,2022-06-12 12:34:29,GBP
1009478,1547,2023-09-10 22:02:52,CNY
1009479,1548,2020-11-30 22:52:57,rmb
1009480,1548,2020-03-05 05:20:20,rmb
1009481,1548,2020-07-01 10:38:46,rmb
1009482,1548,2020-06-26 16:27:45,rmb
1009483,1548,2020-05-09 17:06:43,sgd
1009484,1548,2019-12-15 21:22:04,rmb
1009485,1548,2022-03-06 15:01:11,rmb
1009486,1548,2022-11-22 21:05:47,rmb
1009487,1549,2023-11-26 13:14:45,usd
1009488,1550,2024-02-05 08:10:26,USD
1009489,1550,2024-03-10 13:24:15,eur
1009490,1551,2023-06-20 08:40:29,sgd 
1009491,1551,2023-06-23 16:46:31,sgd 
1009492,1551,2022-07-04 10:08:37,sgd 
1009493,1551,2023-08-23 10:52:19,sgd 
1009494,1551,2023-10-02 21:07:18,sgd 
1009495,1551,2022-10-23 22:34:02,sgd 
1009496,1551,2022-06-28 23:00:54,sgd 
1009497,1551,2022-04-21 16:58:39,sgd 
1009498,1551,2023-03-08 23:49:19,sgd 
1009499,1551,2022-09-04 15:42:16,sgd 
1009500,1551,2022-08-22 16:34:02,sgd 
1009501,1551,2022-11-05 04:22:15,sgd 
1009502,1551,2022-03-11 13:28:37,yen
1009503,1551,2022-07-03 10:39:46,sgd 
1009504,1551,2023-03-27 07:16:01,sgd 
1009505,1552,2023-12-26 09:31:31,rmb
1009506,1553,2023-01-08 06:05:10,rmb
1009507,1553,2023-04-03 11:12:15,rmb
1009508,1553,2023-07-18 16:13:46,rmb
1009509,1553,2024-02-11 23:56:57,rmb
1009510,1554,2024-04-10 07:40:37,RMB
1009511,1554,2024-04-05 18:45:25,RMB
1009512,1554,2024-04-10 02:35:41,RMB
1009513,1554,2024-04-12 19:43:24,RMB
1009514,1554,2024-03-29 14:00:57,RMB
1009515,1554,2024-04-05 04:15:17,sgd 
1009516,1554,2024-03-30 20:03:46, sgd
1009517,1555,2023-06-04 23:56:38,RMB
1009518,1555,2021-09-23 02:16:32,RMB
1009519,1555,2022-01-05 09:36:32,RMB
1009520,1555,2021-12-22 03:49:30,RMB
1009521,1555,2022-12-17 14:01:04,SGD
1009522,1555,2022-04-08 21:45:52,RMB
1009523,1555,2022-03-13 15:29:47,YEN
1009524,1555,2022-11-29 03:54:20,RMB
1009525,1555,2021-10-14 02:34:59,RMB
1009526,1555,2023-05-02 14:11:56,RMB
1009527,1555,2022-09-17 19:16:42,RMB
1009528,1555,2024-02-09 23:00:25,RMB
1009529,1555,2023-08-25 03:40:36,RMB
1009530,1555,2022-06-18 08:28:04,RMB
1009531,1555,2023-12-29 02:23:04,cny
1009532,1555,2023-01-05 10:39:29,RMB
1009533,1555,2023-05-29 03:12:21,RMB
1009534,1555,2022-07-10 01:24:32,RMB
1009535,1555,2021-10-11 17:18:27,RMB
1009536,1555,2021-11-29 13:19:13,RMB
1009537,1555,2022-08-26 16:57:25,RMB
1009538,1555,2023-08-02 09:10:59,JPY
1009539,1555,2020-11-07 11:18:52,RMB
1009540,1556,2023-05-11 16:28:15,YEN
1009541,1556,2023-03-25 07:17:40,YEN
1009542,1556,2023-01-26 06:28:17,YEN
1009543,1556,2023-07-26 22:25:06,YEN
1009544,1556,2023-04-30 22:11:48,YEN
1009545,1558,2021-09-16 11:53:27, sgd
1009546,1558,2022-11-18 22:09:50, sgd
1009547,1558,2023-02-24 03:31:04, sgd
1009548,1558,2022-02-03 05:56:44, sgd
1009549,1558,2022-11-17 07:47:09, sgd
1009550,1558,2022-05-30 06:58:49, sgd
1009551,1558,2023-06-15 15:38:32, sgd
1009552,1558,2022-09-20 09:32:55, sgd
1009553,1558,2020-12-05 17:44:58, sgd
1009554,1558,2021-10-06 22:59:35, sgd
1009555,1558,2024-02-11 03:09:35, sgd
1009556,1558,2023-06-30 13:37:33, sgd
1009557,1558,2021-05-21 08:17:07, sgd
1009558,1559,2023-09-14 11:50:09,rmb
1009559,1559,2024-01-18 08:49:49,yen
1009560,1559,2023-10-23 11:14:05,yen
1009561,1559,2024-02-19 06:47:30,yen
1009562,1559,2023-09-04 04:09:44,yen
1009563,1559,2023-11-15 07:12:24,yen
1009564,1559,2023-09-18 09:47:25,yen
1009565,1560,2024-02-14 08:04:08,JPY
1009566,1561,2022-06-01 18:16:38,CNY
1009567,1561,2023-12-20 17:48:20,CNY
1009568,1561,2023-07-24 08:28:18,CNY
1009569,1561,2022-07-23 12:32:12,CNY
1009570,1561,2022-09-25 05:24:05,CNY
1009571,1562,2023-09-09 00:35:53,JPY
1009572,1562,2023-03-30 00:40:43,JPY
1009573,1562,2021-12-17 22:53:29,YEN
1009574,1562,2022-12-17 01:40:57,JPY
