order_id,product_id,category,quantity,unit_price
1008859,79623,books,1,49.92
1008860,22447,books,2,12.10
1008860,38983,grocery,1,35.55
1008860,51940,books,1,13.51
1008860,59003,pet,1,28.20
1008860,89175,books,3,29.08
1008860,52085,books,1,46.43
1008860,42171,books,1,27.80
1008860,17326,office,2,96.54
1008860,72517,books,1,44.20
1008860,90415,books,2,22.24
1008860,81537,books,1,30.41
1008860,55803,books,2,35.65
1008860,39589,books,1,38.82
1008860,47989,books,1,29.08
1008861,77885,books,1,33.29
1008861,14661,automotive,2,178.62
1008861,50838,books,4,54.40
1008861,14192,books,3,16.54
1008862,17951,books,1,55.62
1008862,97738,books,1,53.78
1008862,36482,books,1,22.89
1008862,87267,books,1,28.39
1008863,13959,books,1,11.67
1008864,19467,pet,2,55.61
1008865,47186,books,1,19.20
1008865,38308,books,1,48.97
1008866,95940,jewelry,2,2384.64
1008866,95701,books,3,8.14
1008867,13169,books,2,41.58
1008867,61217,garden,2,233.82
1008868,92241,books,1,52.66
1008869,45401,automotive,1,167.96
1008869,13496,automotive,2,789.54
1008869,22088,automotive,4,277.30
1008869,57610,automotive,1,347.66
1008869,45612,electronics,1,118.00
1008869,33485,electronics,1,1392.25
1008869,50007,electronics,2,442.19
1008870,73385,garden,2,232.24
1008871,85019,electronics,3,736.85
1008872,54205,pet,4,16.43
1008873,17696,toys,1,90.44
1008873,86395,electronics,4,766.48
1008874,46182,toys,1,21.51
1008875,98539,pet,2,170.86
1008876,73937,toys,2,47.44
1008876,18864,electronics,4,410.06
1008877,78694,toys,2,71.68
1008877,20111,electronics,1,1350.68
1008878,61649,automotive,1,789.47
1008878,50328,automotive,1,133.13
1008878,57119,electronics,1,165.13
1008878,12731,toys,2,66.37
1008878,11412,automotive,1,674.58
1008878,38155,fashion,1,64.09
1008878,88178,fashion,1,153.00
1008878,10617,fashion,2,205.24
1008878,52000,toys,1,34.18
1008878,36646,electronics,2,1012.11
1008878,11935,electronics,1,727.34
1008878,69438,automotive,3,201.27
1008878,30283,electronics,5,1250.70
1008878,24956,jewelry,1,1833.77
1008878,29581,electronics,1,527.30
1008879,89162,automotive,1,216.43
1008879,35342,toys,1,45.10
1008879,99350,toys,1,68.97
1008879,46827,automotive,2,182.43
1008879,33258,toys,2,47.05
1008880,97442,toys,3,12.63
1008881,62414,automotive,1,609.60
1008881,10227,office,1,12.77
1008881,32279,electronics,2,979.00
1008882,28328,electronics,1,280.72
1008883,66688,pet,1,65.25
1008884,64951,music,1,105.57
1008884,28172,office,2,22.61
1008884,93269,grocery,1,8.59
1008884,88151,music,1,210.77
1008884,46965,music,3,198.34
1008884,74960,toys,3,118.58
1008885,69138,sports,1,152.38
1008885,22488,books,2,9.78
1008885,38226,electronics,1,202.00
1008885,46267,books,1,57.65
1008885,98306,office,4,54.40
1008885,39331,books,1,10.93
1008885,83621,electronics,1,1384.17
1008885,56697,books,1,52.46
1008886,22953,sports,5,40.08
1008887,84153,books,2,58.78
1008887,41471,sports,3,497.98
1008888,46251,books,10,15.82
1008889,80734,books,1,22.38
1008890,62263,electronics,2,914.25
1008891,71535,books,1,44.94
1008891,16758,books,2,52.66
1008891,12788,electronics,1,281.51
1008891,92641,electronics,1,179.75
1008891,64020,books,1,51.83
1008892,91259,books,1,33.71
1008892,23041,sports,1,199.27
1008893,95158,office,2,107.35
1008893,60193,office,1,150.20
1008893,79739,automotive,1,829.23
1008894,86371,pet,1,135.07
1008894,84400,office,1,29.15
1008894,53585,office,3,167.97
1008894,75347,music,2,162.17
1008894,62318,office,1,49.55
1008895,98727,beauty,1,81.36
1008896,62293,office,2,74.32
1008897,66326,office,4,64.62
1008897,40913,office,1,156.16
1008897,58397,toys,1,25.36
1008897,75305,office,1,38.95
1008897,86267,office,2,108.94
1008897,75879,music,1,58.03
1008898,32293,office,2,180.53
1008898,31086,electronics,2,870.79
1008898,89469,office,2,62.21
1008899,56392,beauty,2,17.34
1008900,15225,electronics,1,428.93
1008900,76735,sports,3,43.01
1008901,18283,home,10,25.01
1008902,99546,beauty,2,9.09
1008903,82608,beauty,2,124.79
1008904,84046,automotive,1,838.95
1008904,69808,pet,2,53.06
1008904,48532,pet,4,56.35
1008904,90193,pet,1,156.81
1008904,99915,pet,1,94.94
1008904,26708,pet,1,94.62
1008904,17680,automotive,1,581.33
1008904,88134,pet,4,18.98
1008905,19814,music,1,89.60
1008906,29091,office,1,123.64
1008907,69893,grocery,2,34.46
1008908,22832,pet,3,136.75
1008908,46451,grocery,4,12.56
1008908,94122,office,1,90.18
1008909,24224,grocery,1,20.71
1008909,17309,toys,1,94.45
1008909,32770,jewelry,2,62.92
1008909,50210,grocery,2,23.02
1008910,13441,grocery,10,15.88
1008911,50934,grocery,2,39.87
1008912,30896,sports,1,452.72
1008912,90108,grocery,1,21.44
1008913,94618,automotive,1,884.89
1008913,14946,grocery,10,9.87
1008914,12692,grocery,1,19.58
1008915,76972,electronics,2,521.68
1008915,84827,electronics,1,367.60
1008916,13400,grocery,1,19.67
1008917,71629,toys,1,55.71
1008917,10244,toys,2,39.22
1008918,11878,toys,1,66.25
1008918,39158,toys,1,37.20
1008918,65109,toys,3,52.94
1008918,66784,toys,1,113.36
1008919,76881,toys,1,99.21
1008919,60576,beauty,2,14.17
1008919,70131,toys,1,49.15
1008920,11500,jewelry,1,1529.41
1008921,33960,toys,1,34.07
1008922,64127,toys,1,113.56
1008923,73276,toys,1,80.98
1008923,47019,toys,10,108.90
1008923,92326,toys,1,15.03
1008923,63507,toys,1,113.77
1008923,58397,toys,1,98.54
1008923,27481,toys,1,74.12
1008923,45330,pet,1,20.58
1008923,43654,toys,1,42.81
1008923,91174,toys,4,94.68
1008924,98818,toys,3,104.06
1008925,19610,toys,3,53.72
1008926,98868,toys,2,18.40
1008927,43559,toys,1,25.81
1008928,54597,books,1,8.14
1008928,62789,books,2,14.18
1008929,78246,sports,1,362.89
1008930,66393,sports,2,396.57
1008931,53495,books,1,32.15
1008931,32748,books,1,48.07
1008931,25699,books,1,9.04
1008931,49027,sports,1,376.38
1008931,78979,fashion,1,228.70
1008931,80815,sports,2,419.99
1008931,30182,books,1,32.55
1008931,49311,books,1,21.93
1008931,43194,books,5,11.56
1008932,81214,home,1,137.10
1008932,66264,sports,1,225.45
1008933,12469,sports,2,267.16
1008933,60921,sports,1,21.00
1008934,92411,books,1,59.46
1008935,91765,sports,1,445.90
1008935,48262,sports,2,287.05
1008936,39554,music,1,196.59
1008937,40285,automotive,4,573.90
1008938,62402,beauty,3,60.41
1008939,87324,beauty,1,21.84
1008940,44524,office,3,30.93
1008940,97486,jewelry,1,1429.93
1008940,45519,fashion,1,189.38
1008940,45771,office,2,139.61
1008940,66354,fashion,3,61.85
1008940,61708,garden,1,138.44
1008941,93565,pet,1,62.27
1008942,25119,sports,5,133.58
1008942,57328,home,4,102.39
1008942,94506,home,1,298.15
1008942,46602,office,5,78.13
1008942,53692,grocery,1,28.50
1008942,89085,grocery,2,16.61
1008942,17008,fashion,1,21.25
1008942,81847,pet,3,52.20
1008943,96915,grocery,2,18.80
1008943,39956,grocery,3,19.72
1008943,74123,electronics,10,1444.79
1008944,10954,grocery,1,42.86
1008944,91893,grocery,1,23.68
1008944,55157,automotive,1,354.08
1008944,50210,grocery,1,36.91
1008944,14905,grocery,3,26.45
1008944,38001,grocery,1,37.23
1008945,27829,grocery,1,30.47
1008945,94645,grocery,10,44.56
1008945,18535,grocery,1,25.24
1008945,31884,grocery,1,7.27
1008946,16023,grocery,1,25.18
1008946,97752,grocery,1,26.40
1008946,25650,grocery,1,20.28
1008946,76578,automotive,1,580.95
1008946,58707,grocery,4,31.17
1008946,48261,grocery,1,14.11
1008946,78381,grocery,2,42.18
1008946,65498,grocery,1,43.20
1008946,30445,grocery,1,8.98
1008946,69496,home,4,168.04
1008946,12015,pet,1,49.07
1008946,90237,grocery,1,5.56
1008946,11517,home,1,390.79
1008947,78155,garden,3,277.09
1008948,67051,music,1,15.23
1008948,65643,grocery,3,16.44
1008948,82350,beauty,1,48.88
1008948,23292,grocery,4,43.52
1008949,98348,music,10,23.44
1008949,71484,music,3,212.77
1008949,24627,grocery,3,14.80
1008949,16184,garden,1,28.42
1008949,61823,beauty,3,59.86
1008949,48175,beauty,1,70.96
1008950,21464,music,5,211.82
1008951,24948,grocery,10,13.99
1008952,18979,grocery,2,17.88
1008952,89279,beauty,1,127.42
1008952,40232,beauty,3,22.13
1008953,59261,office,1,14.53
1008954,11810,fashion,1,249.16
1008954,46838,grocery,1,43.86
1008955,76397,fashion,1,136.99
1008956,79752,books,1,28.36
1008956,86334,sports,3,143.36
1008956,96600,grocery,1,6.90
1008956,14902,pet,3,52.75
1008956,62515,books,1,30.11
1008956,56179,grocery,10,32.15
1008957,68133,fashion,1,100.10
1008958,11571,pet,2,64.80
1008959,22011,grocery,2,23.75
1008959,22590,grocery,1,35.53
1008959,77981,grocery,3,13.15
1008959,30187,grocery,1,17.21
1008959,48532,pet,3,39.61
1008959,72299,sports,3,331.63
1008959,31466,garden,1,219.92
1008959,19788,pet,1,156.80
1008959,52629,automotive,1,342.97
1008959,58008,fashion,1,154.13
1008959,24751,books,2,47.08
1008959,61413,books,3,22.54
1008960,77320,grocery,10,16.94
1008960,62978,electronics,1,432.01
1008960,33844,toys,1,70.93
1008960,75708,pet,1,17.50
1008960,18897,grocery,1,32.03
1008960,49270,books,2,57.38
1008961,30900,toys,3,68.45
1008961,96399,garden,3,142.53
1008961,24160,beauty,3,77.80
1008961,95670,beauty,1,81.05
1008961,93824,garden,1,163.58
1008962,10502,toys,3,50.46
1008963,84763,garden,1,74.88
1008963,47916,jewelry,2,946.03
1008963,53023,toys,1,47.65
1008963,60396,jewelry,1,473.11
1008964,35055,garden,1,22.10
1008964,35908,garden,1,77.93
1008964,73676,beauty,4,127.14
1008964,12853,garden,1,287.52
1008964,36623,music,1,115.71
1008964,31602,toys,1,36.05
1008964,19352,toys,2,89.61
1008964,76881,toys,1,84.76
1008965,91167,garden,1,134.09
1008965,42577,toys,1,63.24
1008966,73811,jewelry,2,327.29
1008967,12344,automotive,2,545.45
1008967,42803,garden,1,121.40
1008967,64249,garden,1,62.04
1008967,84102,garden,1,82.16
1008967,76949,garden,3,260.08
1008967,67562,toys,1,87.03
1008967,38965,garden,5,18.36
1008967,47141,garden,2,227.13
1008967,85140,home,1,112.32
1008967,56225,toys,1,104.83
1008967,37284,garden,2,243.35
1008967,65109,toys,1,82.39
1008967,95819,office,3,71.92
1008968,46311,toys,10,77.37
1008968,16183,pet,2,141.41
1008968,43783,toys,2,104.92
1008968,97646,garden,1,23.10
1008968,39273,fashion,4,52.89
1008969,61095,toys,1,99.08
1008969,19135,toys,1,118.67
1008969,44532,toys,1,59.04
1008970,35143,garden,2,20.82
1008971,94806,garden,1,209.08
1008972,46731,office,1,183.61
1008973,22466,toys,1,15.50
1008974,18203,electronics,10,90.15
1008975,59324,home,5,277.16
1008976,36881,garden,3,21.01
1008977,42369,jewelry,1,592.13
1008977,56404,electronics,1,1089.94
1008977,28126,music,1,158.01
1008977,88600,home,1,352.93
1008977,80865,pet,1,48.73
1008977,17560,garden,4,88.47
1008977,36969,garden,2,128.32
1008977,36460,toys,2,14.45
1008978,81625,jewelry,1,2466.43
1008979,51422,home,10,270.83
1008979,19917,home,2,246.13
1008979,23089,jewelry,1,2328.84
1008980,56019,garden,2,186.25
1008981,37615,jewelry,2,1805.52
1008981,51430,electronics,2,894.09
1008981,16739,jewelry,10,727.55
1008981,36775,electronics,2,730.66
1008982,15073,garden,1,137.44
1008983,90234,home,1,239.12
1008983,40935,home,5,215.93
1008983,15253,books,1,30.02
1008983,84024,jewelry,3,555.18
1008983,44863,electronics,1,430.83
1008983,72554,garden,1,105.72
1008983,29260,electronics,3,236.37
1008984,76499,music,1,171.81
1008985,74881,automotive,2,544.92
1008986,34333,fashion,1,217.37
1008986,60596,pet,1,164.95
1008986,31086,electronics,2,1113.49
1008987,76473,pet,2,144.49
1008987,90452,garden,1,277.07
1008987,67813,garden,1,124.34
1008987,46474,music,5,83.23
1008987,31586,automotive,2,198.43
1008987,79115,music,4,178.85
1008988,87103,automotive,2,503.80
1008989,94371,grocery,1,22.46
1008989,93525,music,2,217.58
1008990,28410,beauty,4,39.12
1008990,33824,garden,2,160.20
1008990,78372,garden,1,31.46
1008990,81889,music,1,172.97
1008991,56796,home,10,178.94
1008992,17156,office,1,21.11
1008992,59453,home,2,135.11
1008992,93470,home,1,90.24
1008993,60921,sports,2,379.97
1008994,11489,fashion,1,138.48
1008995,69873,electronics,2,1456.55
1008996,10242,fashion,4,50.35
1008997,69959,fashion,1,75.51
1008998,66524,fashion,3,242.33
1008999,97497,fashion,1,152.92
1008999,49404,fashion,2,29.43
1008999,53213,fashion,2,231.73
1008999,93505,fashion,1,181.81
1008999,87196,fashion,3,61.75
1008999,97228,electronics,3,101.76
1008999,24734,fashion,1,139.95
1008999,78318,fashion,4,147.13
1009000,65523,fashion,3,188.62
1009000,57076,fashion,1,207.80
1009001,19173,beauty,1,142.58
1009001,50403,sports,2,185.80
1009001,79406,beauty,1,37.59
1009001,17008,fashion,3,120.07
1009002,15815,fashion,5,142.26
1009002,58452,fashion,1,177.42
1009003,94115,beauty,3,64.48
1009003,29305,fashion,1,101.01
1009004,81537,books,4,57.15
1009004,38635,automotive,1,580.97
1009005,48952,automotive,10,216.07
1009005,69358,pet,1,72.14
1009005,70269,automotive,3,703.96
1009005,10165,automotive,1,204.83
1009006,47800,automotive,3,812.83
1009007,18395,automotive,1,410.00
1009008,61873,toys,2,71.72
1009008,76808,books,1,10.65
1009009,51962,electronics,2,1073.03
1009010,91492,books,1,27.93
1009011,40666,books,3,29.15
1009011,86231,books,3,30.96
1009012,23212,books,2,42.38
1009013,12092,books,2,50.50
1009013,96233,books,1,34.03
1009013,46975,books,1,56.37
1009013,96690,books,1,46.81
1009013,38835,office,1,31.62
1009013,85787,books,3,22.06
1009013,97930,books,1,33.84
1009013,89209,books,2,13.04
1009013,24676,books,1,33.77
1009013,19028,books,10,24.88
1009013,45061,books,3,36.96
1009013,92411,books,1,56.01
1009014,82327,books,2,27.58
1009014,29706,sports,1,482.73
1009014,40965,books,2,46.20
1009014,46413,fashion,1,97.69
1009014,31616,home,1,306.08
1009014,32789,books,1,32.85
1009014,44972,sports,10,463.54
1009014,39740,jewelry,1,1569.56
1009014,82267,automotive,5,37.72
1009015,45423,books,4,39.66
1009016,68865,books,1,16.47
1009016,12092,books,3,55.51
1009016,82642,books,5,10.05
1009017,95931,toys,1,26.46
1009018,53753,books,2,31.17
1009019,19443,automotive,2,317.66
1009019,73310,music,1,162.78
1009020,94718,music,1,64.84
1009021,17601,music,2,151.70
1009022,74466,books,2,59.45
1009023,40723,beauty,1,134.61
1009024,64992,music,1,179.17
1009024,49547,toys,1,119.85
1009024,35096,music,1,192.11
1009025,60380,music,2,140.25
1009025,13068,automotive,1,750.61
1009026,10066,home,3,350.49
1009026,91819,automotive,4,888.82
1009026,75123,music,2,114.26
1009026,75168,automotive,2,520.72
1009026,46682,automotive,1,347.28
1009027,72786,home,1,216.89
1009027,38032,home,1,153.81
1009027,81597,toys,1,14.91
1009027,28627,books,1,34.63
1009027,27180,fashion,3,111.51
1009027,83128,home,2,308.52
1009027,51381,home,1,397.11
1009027,99118,home,1,363.77
1009027,71218,home,4,379.64
1009027,45950,home,1,275.97
1009028,16054,home,1,108.09
1009028,11517,home,4,372.85
1009028,75355,home,2,283.86
1009028,93549,office,1,143.45
1009029,92611,fashion,1,210.91
1009029,20811,home,5,184.16
1009029,67590,jewelry,1,81.29
1009029,30551,beauty,1,135.97
1009029,15072,office,5,152.02
1009030,97878,home,1,24.08
1009030,58159,home,1,55.04
1009030,59195,home,1,157.80
1009030,11488,beauty,2,137.13
1009031,64127,toys,1,30.63
1009032,25565,home,3,172.55
1009032,65243,fashion,4,43.82
1009032,53635,home,1,73.32
1009032,89244,automotive,3,169.93
1009032,60788,home,1,362.14
1009032,49152,home,1,350.33
1009032,58030,home,1,184.77
1009032,27602,home,5,148.81
1009032,59647,jewelry,2,160.65
1009032,63187,home,2,344.72
1009032,48034,home,1,96.00
1009032,27344,home,2,198.04
1009032,42087,home,1,305.20
1009032,21655,home,2,127.43
1009033,90385,home,1,129.41
1009034,36228,home,1,94.29
1009035,37903,home,3,104.68
1009036,30552,fashion,10,129.54
1009037,71934,garden,1,111.32
1009038,77480,home,1,390.19
1009039,40793,home,2,320.60
1009039,52874,sports,4,286.93
1009039,37927,electronics,2,521.99
1009039,43810,garden,1,178.46
1009040,94506,home,1,247.93
1009040,58704,home,4,249.76
1009040,23610,home,1,182.71
1009040,51260,automotive,4,528.47
1009041,65230,home,2,396.35
1009042,77222,home,1,123.58
1009043,58534,home,1,391.12
1009043,14946,grocery,2,31.23
1009043,17077,home,2,97.82
1009044,45418,home,5,142.30
1009044,29305,fashion,4,203.73
1009044,37604,home,2,173.69
1009044,15018,home,2,235.03
1009044,70831,home,1,297.66
1009044,32408,electronics,4,1101.66
1009045,41068,sports,1,346.03
1009045,23124,beauty,2,133.49
1009045,89980,sports,2,184.92
1009046,91040,grocery,2,22.98
1009046,21140,automotive,1,710.97
1009046,52886,home,1,278.81
1009046,29494,office,1,101.85
1009046,66880,home,1,372.17
1009046,13534,toys,1,104.57
1009046,85776,office,1,119.93
1009046,44403,toys,1,108.05
1009046,15091,grocery,4,36.81
1009046,12236,sports,1,168.41
1009046,36497,sports,1,366.45
1009046,10880,automotive,4,803.19
1009046,27207,toys,4,56.91
1009047,82519,jewelry,1,720.34
1009048,34627,garden,1,122.86
1009049,80391,toys,1,103.62
1009050,54933,sports,1,388.66
1009050,93891,beauty,5,30.85
1009050,58137,fashion,1,200.55
1009051,82784,books,3,28.70
1009052,12240,toys,3,39.62
1009053,72341,beauty,2,44.30
1009053,97587,toys,3,67.15
1009053,30985,books,1,50.78
1009053,44038,books,2,22.27
1009054,29568,jewelry,1,509.18
1009054,42448,toys,2,31.94
1009055,31945,books,1,56.38
1009055,88956,grocery,2,32.19
1009056,72517,books,5,51.79
1009056,50218,books,2,14.23
1009056,88098,books,1,40.81
1009057,81855,toys,2,110.10
1009058,50081,grocery,1,14.60
1009058,95210,books,1,35.25
1009058,10384,fashion,4,170.29
1009058,88051,automotive,1,396.41
1009058,43030,jewelry,1,161.81
1009058,57774,books,5,13.32
1009058,74595,books,4,54.04
1009058,54981,jewelry,2,1291.52
1009058,36394,books,2,42.64
1009058,22724,toys,2,70.10
1009058,30903,jewelry,1,1995.04
1009058,26363,toys,1,11.98
1009059,37870,toys,1,113.32
1009059,83580,jewelry,2,382.35
1009059,77834,music,2,175.00
1009059,49287,fashion,2,25.14
1009059,20690,jewelry,2,1123.64
1009060,65424,electronics,1,1000.83
1009061,84928,toys,1,116.60
1009062,15969,grocery,2,32.74
1009062,40323,toys,1,83.67
1009062,11050,jewelry,3,1820.38
1009062,19352,toys,2,11.30
1009063,65846,books,5,45.69
1009064,96141,garden,1,182.15
1009064,65588,books,1,23.12
1009065,69580,books,1,53.56
1009065,61221,books,1,29.21
1009065,99838,books,4,12.50
1009066,74570,beauty,2,41.56
1009066,24625,music,1,127.07
1009066,44740,books,1,55.81
1009066,45319,books,2,44.86
1009066,34744,books,5,31.75
1009067,10260,electronics,1,1162.10
1009067,61895,books,1,58.52
1009067,48795,books,1,59.37
1009067,40211,office,1,164.18
1009067,66488,jewelry,2,1374.97
1009068,30623,books,5,17.08
1009069,60390,books,2,14.73
1009069,70704,electronics,10,795.35
1009069,85312,books,1,33.46
1009069,85828,books,1,15.75
1009069,36258,books,1,17.76
1009069,70241,books,10,41.39
1009069,22129,automotive,1,718.35
1009069,54298,books,4,32.34
1009070,50388,books,2,8.78
1009070,33995,books,2,28.04
1009070,68503,books,1,11.63
1009070,82538,books,10,27.04
1009070,81707,books,10,58.76
1009071,66326,pet,1,137.40
1009072,62644,books,2,14.56
1009073,21386,books,2,34.56
1009074,13697,garden,1,274.42
1009074,76638,books,2,44.82
1009074,53606,beauty,4,125.14
1009075,50218,books,1,24.10
1009076,62603,books,4,54.16
1009076,58986,electronics,10,1394.58
1009076,89209,books,1,39.61
1009076,36331,toys,2,96.99
1009076,66419,books,2,38.66
1009077,50416,automotive,10,311.40
1009077,68374,books,2,29.67
1009077,52529,beauty,1,31.39
1009077,32397,office,3,72.35
1009077,42936,books,2,11.27
1009077,42731,automotive,1,696.88
1009077,26502,books,1,41.32
1009077,72687,books,2,10.99
1009078,28704,office,3,47.05
1009078,78055,books,2,11.61
1009079,12066,sports,2,374.37
1009079,83322,electronics,1,1323.64
1009079,61051,books,2,35.27
1009079,33642,books,5,12.86
1009079,43126,office,2,49.66
1009079,19519,books,1,14.61
1009079,30623,books,2,42.90
1009079,36973,books,1,45.08
1009079,17652,books,1,48.88
1009079,20375,toys,1,72.04
1009079,57645,books,2,20.10
1009079,40965,books,1,25.30
1009079,82368,books,2,57.29
1009079,36715,books,1,27.68
1009080,54556,books,2,17.42
1009081,36715,books,3,36.30
1009082,77926,books,2,32.11
1009082,98632,books,2,36.10
1009083,16734,fashion,2,181.55
1009083,36721,jewelry,1,1915.65
1009083,19607,books,1,18.16
1009083,38727,beauty,1,46.84
1009084,69816,toys,1,15.24
1009084,51669,books,2,43.89
1009085,50797,jewelry,1,1300.53
1009086,83684,jewelry,1,164.18
1009086,39699,jewelry,3,584.46
1009086,24419,fashion,2,66.38
1009086,20548,jewelry,5,99.93
1009087,85793,music,2,47.78
1009087,56475,pet,1,178.03
1009087,93491,toys,1,111.58
1009087,42322,jewelry,1,2250.38
1009087,59386,toys,2,95.81
1009087,11305,toys,1,85.53
1009087,64310,beauty,1,31.24
1009087,89510,office,1,157.18
1009088,19386,music,1,87.96
1009089,55897,toys,1,13.43
1009090,17431,music,3,150.38
1009090,11446,sports,1,42.70
1009090,21335,music,10,202.29
1009091,76587,garden,2,109.47
1009091,71321,toys,1,21.64
1009091,39375,toys,2,114.74
1009091,37475,home,2,113.86
1009091,97845,toys,3,38.75
1009092,17696,toys,4,30.81
1009093,63585,jewelry,2,1035.20
1009093,71059,sports,1,404.49
1009093,10502,toys,2,42.62
1009094,38435,home,1,206.93
1009094,91761,home,4,291.08
1009095,66198,music,2,25.77
1009095,91652,music,1,95.93
1009095,99216,grocery,1,7.36
1009095,41492,office,1,49.04
1009095,56863,music,2,199.71
1009095,19240,office,2,132.90
1009096,18267,home,5,69.82
1009097,18807,music,1,180.01
1009097,94064,toys,1,11.40
1009097,44968,home,1,147.03
1009098,74952,home,1,67.50
1009098,95841,home,1,386.88
1009098,94160,home,2,83.57
1009098,55236,toys,1,41.80
1009099,47965,fashion,1,55.34
1009100,80948,toys,1,91.87
1009101,67621,music,10,56.09
1009102,60530,home,3,388.47
1009102,12170,music,5,101.81
1009103,76948,home,3,161.83
1009104,65733,beauty,1,18.29
1009105,60766,office,1,172.98
1009106,50364,fashion,2,86.51
1009106,18267,home,1,118.77
1009106,76018,books,1,8.28
1009106,95501,fashion,1,117.38
1009107,73951,fashion,1,99.55
1009107,32052,toys,2,79.64
1009107,28177,books,2,53.72
1009107,86741,toys,1,58.45
1009108,15936,jewelry,1,2168.10
1009109,79582,books,1,51.01
1009110,23616,fashion,2,143.43
1009111,99531,grocery,3,29.79
1009111,19092,fashion,1,242.17
1009112,71587,pet,1,167.46
1009112,87411,sports,2,204.51
1009112,39158,electronics,1,697.36
1009112,23212,books,1,41.36
1009112,32869,fashion,1,202.07
1009112,15080,toys,5,104.34
1009113,85691,fashion,5,59.31
1009114,49598,books,1,47.90
1009114,84962,toys,1,33.38
1009114,38094,toys,4,85.07
1009114,56053,fashion,1,124.64
1009115,37999,toys,1,31.80
1009115,18332,electronics,1,1174.52
1009115,63768,electronics,1,338.43
1009115,83994,fashion,1,28.25
1009116,30705,books,1,22.94
1009116,12328,toys,2,108.47
1009116,24419,fashion,1,170.68
1009116,74425,books,2,54.93
1009117,47276,office,2,48.74
1009118,99089,beauty,1,52.79
1009118,93403,toys,3,47.81
1009119,10137,books,1,51.17
1009120,17438,toys,10,105.87
1009121,16879,fashion,4,36.72
1009122,29135,fashion,3,60.23
1009122,86623,fashion,1,133.06
1009123,13205,pet,1,62.41
1009123,58342,pet,1,88.25
1009123,10247,jewelry,1,1841.77
1009123,90234,pet,1,151.21
1009123,87836,garden,5,47.85
1009123,89041,pet,1,168.36
1009123,62466,grocery,1,26.64
1009123,34667,pet,1,23.88
1009124,62957,grocery,1,14.66
1009124,18173,fashion,1,104.00
1009124,35034,beauty,1,136.07
1009124,14860,beauty,2,33.92
1009125,46975,books,2,37.23
1009125,26870,automotive,1,271.11
1009125,86671,music,10,12.29
1009126,63891,books,1,20.79
1009126,99463,automotive,2,770.26
1009126,41689,books,2,22.46
1009126,80898,automotive,4,358.77
1009127,16078,electronics,1,195.02
1009127,30937,sports,1,425.76
1009127,89033,automotive,2,123.40
1009128,56568,books,2,34.59
1009128,71434,automotive,4,482.89
1009128,88227,books,1,8.85
1009129,43596,sports,1,335.37
1009130,34671,sports,1,28.46
1009131,46798,sports,1,226.66
1009131,52030,sports,1,199.98
1009132,50874,pet,5,86.36
1009133,59186,pet,2,44.12
1009134,19132,beauty,2,14.09
1009134,88882,jewelry,2,1011.63
1009134,18195,home,2,293.23
1009134,56476,garden,1,285.65
1009135,86371,home,2,346.56
1009135,24788,garden,3,181.36
1009135,94589,music,1,12.68
1009135,11878,toys,3,113.01
1009136,11468,garden,2,230.59
1009136,64360,toys,1,110.87
1009137,30001,home,1,147.02
1009137,17751,home,2,156.53
1009137,23636,garden,3,34.51
1009137,38306,home,3,40.75
1009138,77921,office,2,139.90
1009138,35690,home,2,329.68
1009139,65039,garden,1,25.11
1009140,25777,garden,3,41.34
1009141,35911,sports,4,116.49
1009141,73426,music,1,191.10
1009142,67017,toys,1,23.72
1009142,30083,fashion,1,21.34
1009142,51111,sports,1,187.37
1009142,50790,sports,2,227.15
1009142,98868,toys,2,12.72
1009143,84254,toys,5,85.06
1009144,40093,jewelry,1,1987.52
1009145,70067,garden,1,152.14
1009145,87709,grocery,2,43.47
1009146,86752,fashion,1,242.01
1009147,30640,fashion,1,149.68
1009147,39409,garden,1,100.56
1009148,20509,fashion,2,43.39
1009149,42803,garden,1,248.57
1009149,58266,fashion,1,149.49
1009150,20339,fashion,4,43.98
1009151,26123,garden,4,54.70
1009152,73600,automotive,1,214.39
1009152,16578,music,2,154.47
1009153,62792,toys,1,89.07
1009154,47630,automotive,1,83.17
1009154,58480,home,2,386.56
1009154,92921,automotive,2,856.70
1009154,46273,electronics,1,1280.90
1009154,36400,electronics,1,398.52
1009154,37741,toys,1,81.95
1009154,22324,electronics,1,992.61
1009154,10817,electronics,3,1418.93
1009155,82350,beauty,2,44.97
1009155,45401,automotive,1,692.68
1009155,18033,electronics,1,583.41
1009155,26250,electronics,2,413.43
1009155,67640,jewelry,1,221.85
1009155,52541,automotive,1,650.80
1009156,48262,sports,2,157.82
1009156,66755,sports,2,156.18
1009156,56970,sports,1,106.27
1009156,56544,fashion,1,209.76
1009156,36551,automotive,1,838.96
1009156,93890,sports,4,443.15
1009156,47526,automotive,1,650.67
1009156,10839,automotive,3,718.17
1009156,92118,automotive,2,441.29
1009156,60812,electronics,1,583.66
1009156,99708,sports,2,334.05
1009156,16569,automotive,1,493.66
1009156,37886,automotive,1,498.14
1009156,27436,sports,3,183.29
1009156,26155,automotive,1,747.54
1009157,35827,electronics,2,500.27
1009158,37354,automotive,2,855.74
1009158,32722,sports,5,446.97
1009158,26999,automotive,3,452.71
1009158,75563,office,1,174.92
1009158,72618,electronics,1,710.18
1009158,72211,sports,2,325.06
1009159,45825,sports,1,153.26
1009160,41919,electronics,1,1207.94
